project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,candidate_status,decision_reason,replacement_project_ids,replacement_check
residential_14294090340000,residential,single_pin_single_card,14294090340000,1,1999,1,4255,3125,208,1429409034000012022,NA,NA,assessor_row:1429409034000012022,assessor_row:1429409034000012022,assessor_row:1429409034000012022,assessor_row:1429409034000012022,68.59511385552025,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294090370000,residential,single_pin_single_card,14294090370000,1,1999,1,4858,4125,208,1429409037000012022,NA,NA,assessor_row:1429409037000012022,assessor_row:1429409037000012022,assessor_row:1429409037000012022,assessor_row:1429409037000012022,46.106932494977144,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294100210000,residential,single_pin_single_card,14294100210000,1,2009,1,2400,2700,278,1429410021000012022,NA,NA,assessor_row:1429410021000012022,assessor_row:1429410021000012022,assessor_row:1429410021000012022,assessor_row:1429410021000012022,176.21099671591404,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294100440000,residential,single_pin_single_card,14294100440000,1,2006,1,3565,3110,278,1429410044000012022,NA,NA,assessor_row:1429410044000012022,assessor_row:1429410044000012022,assessor_row:1429410044000012022,assessor_row:1429410044000012022,138.07102087023088,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294100450000,residential,single_pin_single_card,14294100450000,1,2005,1,3565,3110,278,1429410045000012022,NA,NA,assessor_row:1429410045000012022,assessor_row:1429410045000012022,assessor_row:1429410045000012022,assessor_row:1429410045000012022,140.84051720943472,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294110100000,residential,single_pin_single_card,14294110100000,1,2024,1,3118,1875,278,1429411010000012025,permit_chain_101027818,101027818,assessor_row:1429411010000012025,assessor_row:1429411010000012025,assessor_row:1429411010000012025,assessor_row:1429411010000012025,224.2272531728575,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294120670000,residential,single_pin_single_card,14294120670000,1,2006,1,4426,3521,208,1429412067000012022,NA,NA,assessor_row:1429412067000012022,assessor_row:1429412067000012022,assessor_row:1429412067000012022,assessor_row:1429412067000012022,173.4361128474979,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294120680000,residential,single_pin_single_card,14294120680000,1,2007,1,4709,3916,208,1429412068000012022,NA,NA,assessor_row:1429412068000012022,assessor_row:1429412068000012022,assessor_row:1429412068000012022,assessor_row:1429412068000012022,172.7843066807405,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294130020000,residential,single_pin_single_card,14294130020000,1,2006,1,3822,3062,208,1429413002000012022,NA,NA,assessor_row:1429413002000012022,assessor_row:1429413002000012022,assessor_row:1429413002000012022,assessor_row:1429413002000012022,230.67226168723377,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294130120000,residential,single_pin_single_card,14294130120000,1,2019,1,3622,3100,278,1429413012000012022,permit_chain_100705003,100705003,assessor_row:1429413012000012022,assessor_row:1429413012000012022,assessor_row:1429413012000012022,assessor_row:1429413012000012022,299.58793316640833,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294130160000,residential,single_pin_single_card,14294130160000,1,2016,1,3816,3224,208,1429413016000012022,permit_chain_100588842,100588842,assessor_row:1429413016000012022,assessor_row:1429413016000012022,assessor_row:1429413016000012022,assessor_row:1429413016000012022,330.19525012742497,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294130180000,residential,single_pin_single_card,14294130180000,1,2015,1,2659,3248,278,1429413018000012022,permit_chain_100576923,100576923,issued_permit_chain:permit_chain_100576923,assessor_row:1429413018000012022,assessor_row:1429413018000012022,assessor_row:1429413018000012022,237.34216305207528,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_14294130190000,residential,single_pin_single_card,14294130190000,1,2002,1,4399,3608,208,1429413019000012022,NA,NA,assessor_row:1429413019000012022,assessor_row:1429413019000012022,assessor_row:1429413019000012022,assessor_row:1429413019000012022,220.9631883747416,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294130320000,residential,single_pin_single_card,14294130320000,1,2004,1,3752,3100,278,1429413032000012022,NA,NA,assessor_row:1429413032000012022,assessor_row:1429413032000012022,assessor_row:1429413032000012022,assessor_row:1429413032000012022,274.4501680658586,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294130330000,residential,single_pin_single_card,14294130330000,1,2023,1,4027,3100,208,1429413033000022025,permit_chain_100960390,100960390,assessor_row:1429413033000022025,assessor_row:1429413033000022025,assessor_row:1429413033000022025,assessor_row:1429413033000022025,322.855329345624,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294130360000,residential,single_pin_single_card,14294130360000,1,2001,1,3896,3224,208,1429413036000012022,NA,NA,assessor_row:1429413036000012022,assessor_row:1429413036000012022,assessor_row:1429413036000012022,assessor_row:1429413036000012022,288.32691442808664,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294130390000,residential,single_pin_single_card,14294130390000,1,2015,3,4344,4000,211,1429413039000012016,permit_chain_100606200,100606200,assessor_row:1429413039000012016,assessor_row:1429413039000012016,assessor_row:1429413039000012016,assessor_row:1429413039000012016,373.97643092755266,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294140040000,residential,single_pin_single_card,14294140040000,1,2006,1,4192,3750,208,1429414004000012022,NA,NA,assessor_row:1429414004000012022,assessor_row:1429414004000012022,assessor_row:1429414004000012022,assessor_row:1429414004000012022,87.60631548660804,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294140160000,residential,single_pin_single_card,14294140160000,1,2006,1,4725,3803,208,1429414016000012022,NA,NA,assessor_row:1429414016000012022,assessor_row:1429414016000012022,assessor_row:1429414016000012022,assessor_row:1429414016000012022,71.80313928575787,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294140230000,residential,single_pin_single_card,14294140230000,1,2006,1,3586,3192,278,1429414023000012022,NA,NA,assessor_row:1429414023000012022,assessor_row:1429414023000012022,assessor_row:1429414023000012022,assessor_row:1429414023000012022,47.26817583761864,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294140240000,residential,single_pin_single_card,14294140240000,1,2006,1,3586,3192,278,1429414024000012022,NA,NA,assessor_row:1429414024000012022,assessor_row:1429414024000012022,assessor_row:1429414024000012022,assessor_row:1429414024000012022,41.90212215690589,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294140250000,residential,single_pin_single_card,14294140250000,1,2007,1,3542,3192,278,1429414025000012022,NA,NA,assessor_row:1429414025000012022,assessor_row:1429414025000012022,assessor_row:1429414025000012022,assessor_row:1429414025000012022,37.20705712259603,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294140340000,residential,single_pin_single_card,14294140340000,1,2010,1,3131,3192,278,1429414034000012022,NA,NA,assessor_row:1429414034000012022,assessor_row:1429414034000012022,assessor_row:1429414034000012022,assessor_row:1429414034000012022,30.672604776817213,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294140360000,residential,single_pin_single_card,14294140360000,1,2011,1,3936,3390,208,1429414036000012022,permit_chain_100481770,100481770,assessor_row:1429414036000012022,assessor_row:1429414036000012022,assessor_row:1429414036000012022,assessor_row:1429414036000012022,43.41999056851829,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294160160000,residential,single_pin_single_card,14294160160000,1,2001,3,4101,3125,211,1429416016000012020,NA,NA,assessor_row:1429416016000012020,assessor_row:1429416016000012020,assessor_row:1429416016000012020,assessor_row:1429416016000012020,233.49201495887863,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294160210000,residential,single_pin_single_card,14294160210000,1,2002,1,3071,3125,278,1429416021000012022,NA,NA,assessor_row:1429416021000012022,assessor_row:1429416021000012022,assessor_row:1429416021000012022,assessor_row:1429416021000012022,271.24644944374836,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294160320000,residential,single_pin_single_card,14294160320000,1,2008,1,3971,3000,208,1429416032000012022,NA,NA,assessor_row:1429416032000012022,assessor_row:1429416032000012022,assessor_row:1429416032000012022,assessor_row:1429416032000012022,371.2263238741158,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294160440000,residential,single_pin_single_card,14294160440000,1,1999,1,3011,3125,278,1429416044000012022,NA,NA,assessor_row:1429416044000012022,assessor_row:1429416044000012022,assessor_row:1429416044000012022,assessor_row:1429416044000012022,207.50715622072408,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294160540000,residential,single_pin_single_card,14294160540000,1,2024,2,2836,3125,211,1429416054000022025,permit_chain_101049075,101049075,assessor_row:1429416054000022025,assessor_row:1429416054000022025,assessor_row:1429416054000022025,assessor_row:1429416054000022025,475.0142330520294,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294160550000,residential,single_pin_single_card,14294160550000,1,2002,1,3777,3125,278,1429416055000012022,NA,NA,assessor_row:1429416055000012022,assessor_row:1429416055000012022,assessor_row:1429416055000012022,assessor_row:1429416055000012022,294.5049603203308,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294160560000,residential,single_pin_single_card,14294160560000,1,2002,1,3777,3125,278,1429416056000012022,NA,NA,assessor_row:1429416056000012022,assessor_row:1429416056000012022,assessor_row:1429416056000012022,assessor_row:1429416056000012022,301.8703845604611,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294160570000,residential,single_pin_single_card,14294160570000,1,2005,1,3781,3125,278,1429416057000012022,NA,NA,assessor_row:1429416057000012022,assessor_row:1429416057000012022,assessor_row:1429416057000012022,assessor_row:1429416057000012022,339.1759165832042,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14294160620000,residential,single_pin_single_card,14294160620000,1,2007,1,3284,3125,278,1429416062000012022,NA,NA,assessor_row:1429416062000012022,assessor_row:1429416062000012022,assessor_row:1429416062000012022,assessor_row:1429416062000012022,389.929287520851,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294160700000,residential,single_pin_single_card,14294160700000,1,2017,3,4646,2880,212,1429416070000012022,NA,NA,assessor_row:1429416070000012022,assessor_row:1429416070000012022,assessor_row:1429416070000012022,assessor_row:1429416070000012022,460.5918309407807,FALSE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294161040000,residential,single_pin_single_card,14294161040000,1,2014,6,7176,6248,211,1429416104000022024,NA,NA,assessor_row:1429416104000022024,assessor_row:1429416104000022024,assessor_row:1429416104000022024,assessor_row:1429416104000022024,206.67071703831667,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14294170070000,residential,single_pin_single_card,14294170070000,1,2022,1,5914,5320,209,1429417007000012022,NA,NA,assessor_row:1429417007000012022,assessor_row:1429417007000012022,assessor_row:1429417007000012022,assessor_row:1429417007000012022,246.4934389264963,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
