pin,construction_year,construction_zone_group
17194150190000,2021,Multi-Family Residential
17201010100000,2007,Planned Development
17201020540000,2007,Planned Development
17201020560000,2008,Planned Development
17201020580000,2008,Planned Development
17201020590000,2014,Planned Development
17201020600000,2008,Planned Development
17201020620000,2008,Planned Development
17201020640000,2008,Planned Development
17201030510000,2008,Planned Development
17201030530000,2008,Planned Development
17201030540000,2014,Planned Development
17201030600000,2008,Planned Development
17201250120000,2021,Planned Development
17201270180000,2020,Neighborhood Mixed-Use
17202000770000,2006,Planned Development
17202000800000,2006,Planned Development
17202070550000,2007,Planned Development
17202070580000,2006,Planned Development
17202070620000,2009,Planned Development
17202240620000,2018,Planned Development
17202240630000,2018,Planned Development
17202240640000,2018,Planned Development
17202240650000,2018,Planned Development
17202240660000,2018,Planned Development
17202240690000,2018,Planned Development
17202240700000,2018,Planned Development
17202320720000,2006,Planned Development
17203010080000,2007,Multi-Family Residential
17203010100000,2017,Multi-Family Residential
17203010160000,2020,Multi-Family Residential
17203050510000,2011,Multi-Family Residential
17203050650000,2011,Neighborhood Mixed-Use
17203060210000,2008,Multi-Family Residential
17203090120000,2007,Multi-Family Residential
17203090180000,2019,Multi-Family Residential
17203100050000,2021,Multi-Family Residential
17203100100000,2014,Multi-Family Residential
17203100110000,2014,Multi-Family Residential
17203130340000,2016,Commercial
17203160430000,2020,Neighborhood Mixed-Use
17203210210000,2008,Multi-Family Residential
17204010420000,2019,Commercial
17204010430000,2019,Commercial
17204010540000,2018,Commercial
17204040110000,2017,Multi-Family Residential
17204040170000,2022,Multi-Family Residential
17204040180000,2022,Multi-Family Residential
17204050310000,2006,Multi-Family Residential
17204050320000,2006,Multi-Family Residential
17204050330000,2015,Multi-Family Residential
17204050340000,2013,Multi-Family Residential
17204060050000,2015,Multi-Family Residential
17204060070000,2014,Multi-Family Residential
17204060080000,2016,Multi-Family Residential
17204060150000,2011,Multi-Family Residential
17204070560000,2020,Multi-Family Residential
17204070570000,2020,Multi-Family Residential
17204110010000,2019,Multi-Family Residential
17204110020000,2021,Multi-Family Residential
17204120020000,2022,Commercial
17204140060000,2017,Neighborhood Mixed-Use
17204140070000,2017,Neighborhood Mixed-Use
17204140080000,2017,Neighborhood Mixed-Use
17204190060000,2021,Multi-Family Residential
17204190230000,2022,Multi-Family Residential
17204230190000,2019,Multi-Family Residential
17204270260000,2019,Multi-Family Residential
17204340070000,2015,Multi-Family Residential
17204340090000,2016,Multi-Family Residential
17204340110000,2018,Multi-Family Residential
17204340120000,2019,Multi-Family Residential
17204340130000,2019,Multi-Family Residential
17211140080000,2018,Planned Development
17211140270000,2018,Planned Development
17211140280000,2018,Planned Development
17211140290000,2018,Planned Development
17211140300000,2019,Planned Development
17211140310000,2018,Planned Development
17211170360000,2006,Planned Development
17211170370000,2006,Planned Development
17211170380000,2007,Planned Development
17211170390000,2006,Planned Development
17211170400000,2006,Planned Development
17211170410000,2006,Planned Development
17211170420000,2006,Planned Development
17211170430000,2006,Planned Development
17211170440000,2006,Planned Development
17211170450000,2008,Planned Development
17211170460000,2006,Planned Development
17211170470000,2006,Planned Development
17211200340000,2006,Planned Development
17211200350000,2006,Planned Development
17211200360000,2007,Planned Development
17211200370000,2006,Planned Development
17211200380000,2006,Planned Development
17211200390000,2006,Planned Development
17211200400000,2006,Planned Development
17211200410000,2008,Planned Development
17211200420000,2006,Planned Development
17211200430000,2006,Planned Development
17211200440000,2007,Planned Development
17211200450000,2008,Planned Development
17211230260000,2008,Planned Development
17211230270000,2008,Planned Development
17211230280000,2008,Planned Development
17211230290000,2008,Planned Development
17211230300000,2008,Planned Development
17211230310000,2008,Planned Development
17211230380000,2009,Planned Development
17211230390000,2009,Planned Development
17211230410000,2009,Planned Development
17211230420000,2007,Planned Development
17211230430000,2007,Planned Development
17211230440000,2006,Planned Development
17211230450000,2008,Planned Development
17211250080000,2006,Planned Development
17211250090000,2006,Planned Development
17211250100000,2006,Planned Development
17211250110000,2006,Planned Development
17211250120000,2006,Planned Development
17211250130000,2006,Planned Development
17211280030000,2008,Downtown
17211280040000,2010,Downtown
17211280050000,2010,Downtown
17211280060000,2010,Downtown
17211280070000,2010,Downtown
17211280080000,2010,Downtown
17211320070000,2007,Downtown
17211320080000,2007,Downtown
17211320090000,2007,Downtown
17211320110000,2010,Downtown
17211320120000,2010,Downtown
17211320130000,2007,Downtown
17211320140000,2007,Downtown
17211320170000,2007,Downtown
17211320180000,2007,Downtown
17211320190000,2007,Downtown
17211320200000,2007,Downtown
17211320210000,2007,Downtown
17211320220000,2010,Downtown
17211320230000,2010,Downtown
17211320240000,2007,Downtown
17211320270000,2010,Downtown
17211320280000,2010,Downtown
17211320290000,2010,Downtown
17211320300000,2010,Downtown
17211320310000,2010,Downtown
17211320320000,2010,Downtown
17211320330000,2010,Downtown
17211320340000,2008,Downtown
17211320350000,2010,Downtown
17211320370000,2010,Downtown
17211320380000,2010,Downtown
17211320390000,2010,Downtown
17211320400000,2008,Downtown
17211320410000,2010,Downtown
17211330030000,2007,Planned Development
17211330140000,2007,Planned Development
17211330150000,2007,Planned Development
17211330160000,2007,Planned Development
17211330170000,2007,Planned Development
17211330180000,2007,Planned Development
17211330260000,2018,Planned Development
17211330270000,2018,Planned Development
17211330280000,2018,Planned Development
17211330290000,2018,Planned Development
17211330310000,2018,Planned Development
17211330320000,2018,Planned Development
17211330330000,2018,Planned Development
17211330340000,2018,Planned Development
17213000300000,2007,Multi-Family Residential
17213040020000,2017,Multi-Family Residential
17213040090000,2014,Multi-Family Residential
17213040260000,2007,Multi-Family Residential
17213040310000,2017,Multi-Family Residential
17213040320000,2015,Multi-Family Residential
17213040370000,2011,Multi-Family Residential
17213040670000,2014,Multi-Family Residential
17213040680000,2014,Multi-Family Residential
17213050450000,2014,Industrial
17213060230000,2022,Multi-Family Residential
17213060260000,2018,Multi-Family Residential
17213060290000,2019,Multi-Family Residential
17213060390000,2015,Industrial
17213060420000,2017,Multi-Family Residential
17213060450000,2008,Multi-Family Residential
17213060490000,2014,Multi-Family Residential
17213060520000,2020,Neighborhood Mixed-Use
17213060530000,2020,Neighborhood Mixed-Use
17213130100000,2014,Multi-Family Residential
17213170220000,2014,Multi-Family Residential
17213170350000,2009,Multi-Family Residential
17213170360000,2008,Multi-Family Residential
17213180020000,2021,Neighborhood Mixed-Use
17213180120000,2014,Multi-Family Residential
17213220210000,2018,Commercial
17213220460000,2018,Commercial
17213240050000,2020,Commercial
17213240060000,2019,Commercial
17213240070000,2020,Commercial
17213240190000,2020,Commercial
17213280040000,2017,Neighborhood Mixed-Use
17213290350000,2022,Neighborhood Mixed-Use
17214360050000,2006,Planned Development
17214360060000,2006,Planned Development
17214360070000,2006,Planned Development
17214360080000,2006,Planned Development
17214360090000,2006,Planned Development
17214360100000,2006,Planned Development
17214360110000,2006,Planned Development
17214360120000,2006,Planned Development
17214360130000,2006,Planned Development
17214360140000,2006,Planned Development
17214360170000,2006,Planned Development
17214360180000,2006,Planned Development
17214360190000,2006,Planned Development
17214360200000,2006,Planned Development
17214360210000,2006,Planned Development
17214360220000,2006,Planned Development
17214360230000,2006,Planned Development
17214360280000,2006,Planned Development
17214360290000,2006,Planned Development
17214360300000,2006,Planned Development
17214360310000,2006,Planned Development
17214360320000,2006,Planned Development
17214360330000,2006,Planned Development
17214360340000,2006,Planned Development
17214360350000,2006,Planned Development
17214360360000,2006,Planned Development
17214360370000,2006,Planned Development
17215060456002,2007,Downtown
17221020240000,2006,Planned Development
17221020300000,2018,Planned Development
17221040060000,2016,Planned Development
17221040200000,2018,Planned Development
17221060280000,2022,Planned Development
17221060620000,2008,Planned Development
17221060970000,2006,Downtown
17221061020000,2006,Downtown
17221061030000,2006,Downtown
17221061060000,2006,Downtown
17221061080000,2006,Downtown
17221061090000,2006,Downtown
17221061110000,2006,Downtown
17221061120000,2006,Downtown
17221070890000,2008,Planned Development
17221071000000,2020,Downtown
17221080990000,2020,Downtown
17223020910000,2006,Downtown
17223030520000,2018,Downtown
17223030530000,2018,Downtown
17223030540000,2018,Downtown
17223030550000,2018,Downtown
17223030560000,2018,Downtown
17223030570000,2018,Downtown
17223030580000,2018,Downtown
17223030590000,2014,Planned Development
17223030600000,2014,Planned Development
17223030610000,2014,Planned Development
17223030620000,2014,Planned Development
17223030630000,2014,Planned Development
17223030640000,2014,Planned Development
17223030650000,2014,Planned Development
17223030660000,2014,Planned Development
17223030670000,2014,Planned Development
17223030680000,2014,Planned Development
17223030690000,2014,Planned Development
17223030700000,2014,Planned Development
17223030710000,2014,Planned Development
17223030720000,2014,Planned Development
17223030740000,2014,Planned Development
17223030750000,2014,Planned Development
17223030760000,2014,Planned Development
17223030770000,2014,Planned Development
17223030780000,2018,Downtown
17223030790000,2018,Downtown
17223030800000,2018,Downtown
17223030810000,2018,Downtown
17223030820000,2018,Downtown
17223030830000,2017,Downtown
17223030840000,2017,Downtown
17223030850000,2017,Downtown
17223030860000,2017,Downtown
17223030870000,2017,Downtown
17223030880000,2014,Planned Development
17223030890000,2014,Planned Development
17223030900000,2014,Planned Development
17223030910000,2014,Planned Development
17223030920000,2014,Planned Development
17223030930000,2014,Planned Development
17223030940000,2014,Planned Development
17223030950000,2014,Planned Development
17223030960000,2014,Planned Development
17223030970000,2014,Planned Development
17223030980000,2014,Planned Development
17223030990000,2014,Planned Development
17223031000000,2014,Planned Development
17223031010000,2014,Planned Development
17223031020000,2014,Planned Development
17223031030000,2014,Planned Development
17223031040000,2014,Planned Development
17223031050000,2014,Planned Development
17223031060000,2014,Planned Development
17223031070000,2014,Planned Development
17223031080000,2014,Planned Development
17223031090000,2014,Planned Development
17223031100000,2014,Planned Development
17223031110000,2014,Planned Development
17223031120000,2014,Planned Development
17223040660000,2006,Planned Development
17223040690000,2006,Planned Development
17223040790000,2007,Planned Development
17223040820000,2007,Planned Development
17223040850000,2006,Planned Development
17223050150000,2014,Downtown
17223050430000,2015,Downtown
17223050440000,2015,Downtown
17223070930000,2006,Downtown
17223091230000,2014,Downtown
17223091240000,2014,Downtown
17223091250000,2014,Downtown
17223091260000,2014,Downtown
17223091270000,2014,Downtown
17223091280000,2014,Downtown
17223091290000,2014,Downtown
17223091310000,2018,Downtown
17223091320000,2017,Downtown
17223091330000,2017,Downtown
17223091350000,2017,Downtown
17223091360000,2017,Downtown
17223091380000,2018,Downtown
17223091390000,2017,Downtown
17223091400000,2017,Downtown
17223091410000,2017,Downtown
17223091430000,2017,Downtown
17223091440000,2017,Downtown
17223091450000,2017,Downtown
17223100260000,2009,Planned Development
17223100270000,2009,Planned Development
17223100280000,2009,Planned Development
17223100290000,2009,Planned Development
17223100300000,2009,Planned Development
17223100310000,2009,Planned Development
17223100320000,2009,Planned Development
17223100330000,2009,Planned Development
17223100340000,2009,Planned Development
17223100350000,2008,Planned Development
17223180290000,2020,Planned Development
17223190320000,2007,Planned Development
17271090060000,2008,Downtown
17271090290000,2007,Planned Development
17271090300000,2007,Planned Development
17271090310000,2007,Planned Development
17271090320000,2007,Planned Development
17271090340000,2007,Planned Development
17271090350000,2007,Planned Development
17271090360000,2007,Planned Development
17271090370000,2007,Planned Development
17271090380000,2007,Planned Development
17271090390000,2007,Planned Development
17271090400000,2007,Planned Development
17271090410000,2007,Planned Development
17271090420000,2007,Planned Development
17271090430000,2007,Planned Development
17271090440000,2007,Planned Development
17271090450000,2007,Planned Development
17271090460000,2007,Planned Development
17271090470000,2007,Planned Development
17271090480000,2007,Planned Development
17271090490000,2007,Planned Development
17271090500000,2007,Planned Development
17271090510000,2007,Planned Development
17271090520000,2007,Planned Development
17271090530000,2007,Planned Development
17271090550000,2007,Planned Development
17271090560000,2007,Planned Development
17271090570000,2007,Planned Development
17271090580000,2007,Planned Development
17271090590000,2007,Planned Development
17271090600000,2007,Planned Development
17271090610000,2007,Planned Development
17271090620000,2007,Planned Development
17271090630000,2007,Planned Development
17271090640000,2007,Planned Development
17271090650000,2007,Planned Development
17271090660000,2007,Planned Development
17271090670000,2007,Planned Development
17271090690000,2007,Planned Development
17271090700000,2007,Planned Development
17271090710000,2007,Planned Development
17271090720000,2007,Planned Development
17271090730000,2007,Planned Development
17271090740000,2007,Planned Development
17271090750000,2007,Planned Development
17271090760000,2007,Planned Development
17271090770000,2007,Planned Development
17271090780000,2007,Planned Development
17271090790000,2007,Planned Development
17271090800000,2007,Planned Development
17271090810000,2007,Planned Development
17271090820000,2007,Planned Development
17271090830000,2007,Planned Development
17271090840000,2007,Planned Development
17271090850000,2007,Planned Development
17271090860000,2007,Planned Development
17271090870000,2007,Planned Development
17271090880000,2007,Planned Development
17271090890000,2007,Planned Development
17271090900000,2007,Planned Development
17271150010000,2021,Downtown
17271290150000,2007,Planned Development
17271290350000,2008,Planned Development
17271290360000,2008,Planned Development
17271290500000,2008,Planned Development
17271290610000,2009,Planned Development
17271290650000,2008,Planned Development
17271290730000,2008,Planned Development
17271290770000,2008,Planned Development
17271290810000,2008,Planned Development
17271290960000,2008,Planned Development
17271290990000,2008,Planned Development
17271291000000,2008,Planned Development
17271291010000,2010,Planned Development
17271291020000,2008,Planned Development
17271291030000,2008,Planned Development
17271291040000,2008,Planned Development
17271291050000,2008,Planned Development
17271291060000,2008,Planned Development
17271291070000,2008,Planned Development
17281250550000,2012,Neighborhood Mixed-Use
17281250560000,2013,Neighborhood Mixed-Use
17281250570000,2011,Neighborhood Mixed-Use
17281250580000,2013,Neighborhood Mixed-Use
17281250590000,2011,Neighborhood Mixed-Use
17281250600000,2011,Neighborhood Mixed-Use
17281310360000,2021,Multi-Family Residential
17281310400000,2006,Multi-Family Residential
17281320210000,2021,Multi-Family Residential
17281320220000,2018,Multi-Family Residential
17282020240000,2015,Neighborhood Mixed-Use
17282020250000,2015,Neighborhood Mixed-Use
17282080690000,2006,Planned Development
17282090070000,2021,Neighborhood Mixed-Use
17282090170000,2021,Neighborhood Mixed-Use
17282090200000,2017,Neighborhood Mixed-Use
17282130210000,2019,Neighborhood Mixed-Use
17282130400000,2012,Multi-Family Residential
17282180334000,2022,Planned Development
17282200300000,2021,Multi-Family Residential
17282210030000,2009,Multi-Family Residential
17282220350000,2019,Multi-Family Residential
17282300150000,2019,Multi-Family Residential
17282330210000,2021,Multi-Family Residential
17283030060000,2006,Single-Family Residential
17283050240000,2020,Single-Family Residential
17284010200000,2021,Single-Family Residential
17284120280000,2011,Multi-Family Residential
17284120290000,2011,Multi-Family Residential
17284120300000,2013,Multi-Family Residential
17284130100000,2011,Single-Family Residential
17284250060000,2020,Single-Family Residential
17284270260000,2022,Neighborhood Mixed-Use
17284360140000,2007,Commercial
17293030050000,2019,Planned Development
17293030060000,2019,Planned Development
17293030070000,2019,Planned Development
17293030080000,2019,Planned Development
17293030090000,2019,Planned Development
17293030100000,2019,Planned Development
17293030110000,2019,Planned Development
17293030120000,2019,Planned Development
17293030130000,2019,Planned Development
17293030140000,2019,Planned Development
17293030150000,2019,Planned Development
17293030160000,2019,Planned Development
17293030170000,2019,Planned Development
17293030180000,2022,Planned Development
17293030190000,2022,Planned Development
17293030200000,2022,Planned Development
17293030210000,2022,Planned Development
17293050060000,2014,Single-Family Residential
17293050190000,2017,Single-Family Residential
17293060040000,2011,Single-Family Residential
17293070440000,2014,Single-Family Residential
17293070560000,2008,Single-Family Residential
17293070590000,2014,Single-Family Residential
17293070600000,2011,Single-Family Residential
17293070640000,2015,Multi-Family Residential
17293070740000,2014,Single-Family Residential
17293070750000,2019,Single-Family Residential
17293090480000,2006,Planned Development
17293090520000,2007,Planned Development
17293090550000,2007,Planned Development
17293090560000,2007,Planned Development
17293090570000,2007,Planned Development
17293090580000,2007,Planned Development
17293090590000,2007,Planned Development
17293090600000,2022,Planned Development
17293090610000,2022,Planned Development
17293090620000,2022,Planned Development
17293090630000,2006,Planned Development
17293090640000,2022,Planned Development
17293090650000,2022,Planned Development
17293090660000,2006,Planned Development
17293090670000,2006,Planned Development
17293090680000,2006,Planned Development
17293100550000,2011,Multi-Family Residential
17293100560000,2011,Multi-Family Residential
17293100570000,2011,Multi-Family Residential
17293100580000,2011,Multi-Family Residential
17293100590000,2014,Multi-Family Residential
17293100600000,2014,Multi-Family Residential
17293100610000,2014,Multi-Family Residential
17293100620000,2014,Multi-Family Residential
17293100630000,2014,Multi-Family Residential
17293100640000,2014,Multi-Family Residential
17293100650000,2022,Multi-Family Residential
17293120130000,2007,Single-Family Residential
17293120230000,2019,Single-Family Residential
17293120240000,2019,Single-Family Residential
17293130200000,2022,Single-Family Residential
17293130210000,2019,Single-Family Residential
17293130220000,2006,Single-Family Residential
17293130360000,2014,Multi-Family Residential
17293130370000,2014,Multi-Family Residential
17293140010000,2011,Single-Family Residential
17293140170000,2006,Single-Family Residential
17293140320000,2014,Single-Family Residential
17293170300000,2009,Multi-Family Residential
17293170310000,2009,Multi-Family Residential
17293200150000,2022,Single-Family Residential
17293200470000,2016,Single-Family Residential
17293200480000,2015,Single-Family Residential
17293200500000,2015,Single-Family Residential
17293240020000,2022,Single-Family Residential
17293240060000,2022,Single-Family Residential
17293240070000,2022,Single-Family Residential
17293240140000,2015,Single-Family Residential
17293240190000,2017,Multi-Family Residential
17293300010000,2008,Industrial
17293300020000,2008,Industrial
17293300030000,2008,Industrial
17293300040000,2010,Multi-Family Residential
17293300050000,2008,Industrial
17293300060000,2008,Industrial
17293300070000,2015,Multi-Family Residential
17293300090000,2011,Multi-Family Residential
17293300100000,2011,Multi-Family Residential
17293300110000,2011,Multi-Family Residential
17293300120000,2011,Multi-Family Residential
17293300130000,2011,Multi-Family Residential
17293300140000,2011,Multi-Family Residential
17293300150000,2012,Multi-Family Residential
17293300160000,2012,Multi-Family Residential
17293300170000,2012,Multi-Family Residential
17293300180000,2011,Multi-Family Residential
17293310010000,2014,Planned Development
17293310020000,2014,Planned Development
17293310030000,2014,Planned Development
17293310040000,2014,Planned Development
17293310050000,2014,Planned Development
17293310060000,2014,Planned Development
17293310070000,2014,Planned Development
17293310080000,2014,Planned Development
17293310090000,2014,Planned Development
17293310100000,2014,Planned Development
17293310110000,2017,Planned Development
17293310120000,2017,Planned Development
17293310130000,2017,Planned Development
17293310140000,2019,Planned Development
17293310150000,2017,Planned Development
17293310160000,2018,Planned Development
17293310170000,2018,Planned Development
17294010080000,2011,Single-Family Residential
17294010110000,2011,Single-Family Residential
17294010270000,2019,Single-Family Residential
17294010360000,2011,Single-Family Residential
17294010380000,2007,Multi-Family Residential
17294010530000,2022,Single-Family Residential
17294010540000,2022,Single-Family Residential
17294020010000,2018,Neighborhood Mixed-Use
17294020050000,2015,Single-Family Residential
17294020060000,2014,Industrial
17294020370000,2006,Single-Family Residential
17294020380000,2006,Single-Family Residential
17294020410000,2019,Neighborhood Mixed-Use
17294020420000,2019,Neighborhood Mixed-Use
17294020430000,2019,Neighborhood Mixed-Use
17294020440000,2019,Neighborhood Mixed-Use
17294020450000,2019,Neighborhood Mixed-Use
17294020460000,2019,Neighborhood Mixed-Use
17294020470000,2019,Neighborhood Mixed-Use
17294020480000,2019,Neighborhood Mixed-Use
17294020490000,2019,Neighborhood Mixed-Use
17294020500000,2019,Neighborhood Mixed-Use
17294020510000,2019,Neighborhood Mixed-Use
17294020580000,2022,Neighborhood Mixed-Use
17294020590000,2022,Neighborhood Mixed-Use
17294020600000,2022,Neighborhood Mixed-Use
17294020610000,2021,Neighborhood Mixed-Use
17294020620000,2021,Neighborhood Mixed-Use
17294020630000,2021,Neighborhood Mixed-Use
17294020640000,2021,Neighborhood Mixed-Use
17294020650000,2022,Neighborhood Mixed-Use
17294020660000,2021,Neighborhood Mixed-Use
17294020670000,2021,Neighborhood Mixed-Use
17294020680000,2021,Neighborhood Mixed-Use
17294020690000,2021,Neighborhood Mixed-Use
17294030010000,2022,Single-Family Residential
17294030020000,2011,Single-Family Residential
17294030250000,2014,Industrial
17294030540000,2008,Planned Development
17294030550000,2006,Planned Development
17294030560000,2006,Planned Development
17294030570000,2008,Planned Development
17294030580000,2007,Planned Development
17294030590000,2008,Planned Development
17294030600000,2006,Planned Development
17294030610000,2006,Planned Development
17294030620000,2006,Planned Development
17294030630000,2007,Planned Development
17294030640000,2006,Planned Development
17294030650000,2007,Planned Development
17294030660000,2007,Planned Development
17294030670000,2006,Planned Development
17294030680000,2006,Planned Development
17294030710000,2014,Industrial
17294030720000,2016,Single-Family Residential
17294040330000,2006,Planned Development
17294040340000,2006,Planned Development
17294040350000,2006,Planned Development
17294040360000,2007,Planned Development
17294040370000,2007,Planned Development
17294040380000,2006,Planned Development
17294040390000,2006,Planned Development
17294040400000,2006,Planned Development
17294040410000,2006,Planned Development
17294040420000,2006,Planned Development
17294040430000,2006,Planned Development
17294040440000,2006,Planned Development
17294040450000,2006,Planned Development
17294040460000,2006,Planned Development
17294040470000,2006,Planned Development
17294040480000,2006,Planned Development
17294040490000,2006,Planned Development
17294040500000,2007,Planned Development
17294040510000,2006,Planned Development
17294040520000,2006,Planned Development
17294040530000,2008,Planned Development
17294040540000,2006,Planned Development
17294040550000,2007,Planned Development
17294040560000,2006,Planned Development
17294040570000,2006,Planned Development
17294040580000,2007,Planned Development
17294180360000,2018,Single-Family Residential
17294180370000,2020,Single-Family Residential
17294180380000,2020,Multi-Family Residential
17294180480000,2020,Single-Family Residential
17294180490000,2018,Single-Family Residential
17294180500000,2020,Single-Family Residential
17294190170000,2018,Single-Family Residential
17294190180000,2018,Single-Family Residential
17294190190000,2018,Single-Family Residential
17294190380000,2018,Commercial
17294190540000,2006,Commercial
17294190570000,2018,Single-Family Residential
17294190580000,2018,Single-Family Residential
17301210040000,2019,Single-Family Residential
17301220480000,2020,Neighborhood Mixed-Use
17301220490000,2020,Neighborhood Mixed-Use
17301220500000,2020,Neighborhood Mixed-Use
17301220510000,2020,Neighborhood Mixed-Use
17301220570000,2020,Neighborhood Mixed-Use
17301220580000,2020,Neighborhood Mixed-Use
17301220590000,2020,Neighborhood Mixed-Use
17301220600000,2020,Neighborhood Mixed-Use
17301220610000,2020,Neighborhood Mixed-Use
17301220620000,2020,Neighborhood Mixed-Use
17301220630000,2020,Neighborhood Mixed-Use
17301220640000,2020,Neighborhood Mixed-Use
17311040120000,2013,Multi-Family Residential
17311040270000,2006,Single-Family Residential
17311040610000,2016,Single-Family Residential
17311040620000,2014,Single-Family Residential
17311050170000,2012,Single-Family Residential
17311070220000,2006,Multi-Family Residential
17311070250000,2008,Multi-Family Residential
17311070410000,2007,Multi-Family Residential
17311070420000,2007,Multi-Family Residential
17311070430000,2012,Multi-Family Residential
17311070440000,2012,Multi-Family Residential
17311070450000,2010,Multi-Family Residential
17311070460000,2008,Multi-Family Residential
17311070470000,2008,Multi-Family Residential
17311070480000,2008,Multi-Family Residential
17311070500000,2008,Multi-Family Residential
17311070510000,2014,Multi-Family Residential
17311070520000,2016,Multi-Family Residential
17311070530000,2011,Multi-Family Residential
17311070540000,2011,Multi-Family Residential
17311070550000,2011,Multi-Family Residential
17311080110000,2011,Single-Family Residential
17311110030000,2008,Single-Family Residential
17311120160000,2011,Single-Family Residential
17311120330000,2011,Single-Family Residential
17311130010000,2011,Single-Family Residential
17311130400000,2015,Multi-Family Residential
17311140050000,2014,Single-Family Residential
17311140250000,2006,Single-Family Residential
17311140450000,2013,Single-Family Residential
17311140490000,2019,Single-Family Residential
17311150060000,2011,Single-Family Residential
17311150310000,2013,Single-Family Residential
17311150340000,2015,Single-Family Residential
17311160150000,2021,Single-Family Residential
17311160270000,2017,Single-Family Residential
17311160280000,2017,Single-Family Residential
17311160290000,2018,Single-Family Residential
17311160350000,2006,Single-Family Residential
17311160360000,2006,Single-Family Residential
17311180340000,2020,Single-Family Residential
17311180390000,2007,Multi-Family Residential
17311200300000,2021,Single-Family Residential
17311230650000,2014,Multi-Family Residential
17311230660000,2014,Multi-Family Residential
17311230670000,2014,Multi-Family Residential
17311230680000,2014,Multi-Family Residential
17311230690000,2014,Multi-Family Residential
17311230700000,2014,Multi-Family Residential
17311230710000,2014,Multi-Family Residential
17311230720000,2014,Multi-Family Residential
17311230730000,2014,Multi-Family Residential
17312120220000,2019,Commercial
17312140190000,2015,Single-Family Residential
17312140360000,2019,Commercial
17312170190000,2017,Commercial
17312170280000,2018,Commercial
17312170290000,2018,Commercial
17312170300000,2018,Commercial
17312170310000,2018,Commercial
17312210350000,2017,Single-Family Residential
17312220160000,2022,Single-Family Residential
17312260220000,2016,Single-Family Residential
17312280020000,2019,Single-Family Residential
17313000270000,2006,Single-Family Residential
17313000310000,2011,Single-Family Residential
17313010110000,2018,Industrial
17313010120000,2020,Single-Family Residential
17313040010000,2006,Neighborhood Mixed-Use
17313050370000,2012,Multi-Family Residential
17313050380000,2012,Multi-Family Residential
17313060380000,2007,Multi-Family Residential
17313060390000,2007,Multi-Family Residential
17313060400000,2007,Multi-Family Residential
17313060410000,2007,Multi-Family Residential
17313060420000,2007,Multi-Family Residential
17313060430000,2007,Multi-Family Residential
17313060440000,2007,Multi-Family Residential
17313060450000,2007,Multi-Family Residential
17313060460000,2007,Multi-Family Residential
17313060470000,2007,Multi-Family Residential
17313060480000,2007,Multi-Family Residential
17313060490000,2007,Multi-Family Residential
17313060500000,2007,Multi-Family Residential
17313060510000,2007,Multi-Family Residential
17313060520000,2007,Multi-Family Residential
17313060530000,2007,Multi-Family Residential
17313060540000,2007,Multi-Family Residential
17313060550000,2007,Multi-Family Residential
17313060560000,2007,Multi-Family Residential
17313060570000,2007,Multi-Family Residential
17313060580000,2007,Multi-Family Residential
17313060590000,2007,Multi-Family Residential
17313060600000,2007,Multi-Family Residential
17313060610000,2007,Multi-Family Residential
17313060630000,2007,Multi-Family Residential
17313060640000,2007,Multi-Family Residential
17313060650000,2007,Multi-Family Residential
17313060660000,2007,Multi-Family Residential
17313060670000,2007,Multi-Family Residential
17313060680000,2007,Multi-Family Residential
17313070190000,2014,Multi-Family Residential
17313080320000,2008,Single-Family Residential
17313080330000,2008,Single-Family Residential
17313100310000,2007,Multi-Family Residential
17313100320000,2007,Multi-Family Residential
17313100330000,2007,Multi-Family Residential
17313100340000,2007,Multi-Family Residential
17313100350000,2007,Multi-Family Residential
17313100360000,2007,Multi-Family Residential
17313100370000,2007,Multi-Family Residential
17313100380000,2007,Multi-Family Residential
17313100390000,2007,Multi-Family Residential
17313100400000,2007,Multi-Family Residential
17313100410000,2007,Multi-Family Residential
17313100420000,2007,Multi-Family Residential
17313100430000,2007,Multi-Family Residential
17313100440000,2007,Multi-Family Residential
17313120360000,2008,Multi-Family Residential
17313120370000,2008,Multi-Family Residential
17313120440000,2008,Multi-Family Residential
17313120450000,2008,Multi-Family Residential
17313120460000,2008,Multi-Family Residential
17313120470000,2008,Multi-Family Residential
17313120480000,2008,Multi-Family Residential
17313120490000,2008,Multi-Family Residential
17314000400000,2007,Single-Family Residential
17314010060000,2012,Single-Family Residential
17314010070000,2013,Single-Family Residential
17314050370000,2017,Single-Family Residential
17314060110000,2021,Single-Family Residential
17314120320000,2021,Single-Family Residential
17314130330000,2017,Single-Family Residential
17314130450000,2011,Single-Family Residential
17314150110000,2017,Single-Family Residential
17314150130000,2015,Single-Family Residential
17314180170000,2014,Single-Family Residential
17314200160000,2019,Single-Family Residential
17314200460000,2008,Single-Family Residential
17314200510000,2019,Multi-Family Residential
17314200520000,2018,Multi-Family Residential
17314200530000,2018,Multi-Family Residential
17314200540000,2018,Multi-Family Residential
17314200550000,2018,Multi-Family Residential
17314200560000,2018,Multi-Family Residential
17314220220000,2022,Multi-Family Residential
17314290160000,2006,Planned Development
17314290530000,2014,Multi-Family Residential
17314290540000,2014,Multi-Family Residential
17314290550000,2014,Multi-Family Residential
17314290560000,2014,Multi-Family Residential
17314290580000,2015,Multi-Family Residential
17314290590000,2015,Multi-Family Residential
17314290600000,2014,Multi-Family Residential
